layer,head,accuracy
6,14,0.6637168141592921
6,15,0.7876106194690266
6,16,0.7320997586484312
6,17,0.6299275945293644
6,18,0.7256637168141593
6,19,0.6621078037007241
6,20,0.7176186645213194
6,21,0.7055510860820595
6,22,0.7530168946098149
6,23,0.7007240547063556
6,24,0.6444086886564763
6,25,0.6862429605792437
6,26,0.6299275945293644
6,27,0.7176186645213194
6,28,0.7192276749798874
6,29,0.7039420756234915
6,30,0.7377312952534192
6,31,0.6942880128720836
7,0,0.7827835880933226
7,1,0.7835880933226066
7,2,0.7312952534191473
7,3,0.6983105390185036
7,4,0.8101367658889783
7,5,0.7980691874497184
7,6,0.7288817377312953
7,7,0.7184231697506034
7,8,0.7683024939662108
7,9,0.6910699919549477
7,10,0.6267095736122285
7,11,0.7763475462590507
7,12,0.7538213998390989
7,13,0.7119871279163315
7,14,0.7980691874497184
7,15,0.7288817377312953
7,16,0.7176186645213194
7,17,0.7506033789219629
7,18,0.7481898632341111
7,19,0.7103781174577635
7,20,0.8085277554304103
7,21,0.7843925985518906
7,22,0.7843925985518906
7,23,0.7208366854384554
7,24,0.7329042638777152
7,25,0.7369267900241352
7,26,0.6902654867256637
7,27,0.6532582461786002
7,28,0.7586484312148029
7,29,0.8037007240547064
7,30,0.7811745776347546
7,31,0.7674979887369268
8,0,0.7473853580048271
8,1,0.7980691874497184
8,2,0.7337087691069992
8,3,0.7924376508447305
8,4,0.8527755430410298
8,5,0.8222043443282381
8,6,0.8696701528559936
8,7,0.82461786001609
8,8,0.7594529364440868
8,9,0.6765888978278359
8,10,0.7674979887369268
8,11,0.6975060337892196
8,12,0.8037007240547064
8,13,0.829444891391794
8,14,0.7723250201126307
8,15,0.8213998390989542
8,16,0.7972646822204345
8,17,0.7248592115848753
8,18,0.7618664521319388
8,19,0.7948511665325825
8,20,0.7393403057119872
8,21,0.7192276749798874
8,22,0.7860016090104586
8,23,0.7940466613032985
8,24,0.7876106194690266
8,25,0.7948511665325825
8,26,0.7900241351568785
8,27,0.7843925985518906
8,28,0.7192276749798874
8,29,0.7119871279163315
8,30,0.7972646822204345
8,31,0.7514078841512469
9,0,0.827031375703942
9,1,0.7835880933226066
9,2,0.7908286403861625
9,3,0.7787610619469026
